Company,Month,Revenue,COGS,Gross_Profit,Gross_Margin_%,SG&A,R&D,Operating_Income_(EBIT),Interest_Expense,Tax_Expense,Net_Income,Assets,Debt,Equity,ROE_%,ROA_%,Debt/EBITDA,Debt/Equity
British Marketholding,2024-12-31,1896884,1231909,664974,35.06,529100,19535,116339,94003,25594,-3259,9634520,4281433,5353086,-0.06,-0.03,36.79,0.8
Terraventure (ltd.),2022-01-31,2354009,1389962,964047,40.95,386618,33719,543709,152977,119615,271116,11671343,8406691,3264651,8.3,2.32,15.46,2.58
Terraventure (ltd.),2022-02-28,2330703,1384575,946128,40.59,361476,36517,548135,158548,120589,268997,11771443,8499049,3272394,8.22,2.29,15.5,2.6
Terraventure (ltd.),2022-03-31,2232779,1355609,877170,39.29,363259,35429,478481,153233,105266,219981,11711809,8409778,3302031,6.66,1.88,17.57,2.55
Terraventure (ltd.),2022-04-30,2228017,1359338,868678,38.99,359968,35408,473302,155603,104126,213572,11752436,8575841,3176595,6.72,1.82,18.12,2.7
Terraventure (ltd.),2022-05-31,2339162,1383615,955546,40.85,383701,34552,537293,147196,118204,271892,11711449,8426206,3285242,8.28,2.32,15.68,2.56
Terraventure (ltd.),2022-06-30,2131594,1252561,879032,41.24,348900,33781,496351,154935,109197,232218,11717899,8440822,3277076,7.09,1.98,17.0,2.58
Terraventure (ltd.),2022-07-31,2374858,1419269,955588,40.24,378281,34818,542489,146693,119347,276448,11794483,8344197,3450286,8.01,2.34,15.38,2.42
Terraventure (ltd.),2022-08-31,2275053,1345932,929120,40.84,392914,33994,502211,159904,110486,231821,11658809,8430576,3228233,7.18,1.99,16.79,2.61
Terraventure (ltd.),2022-09-30,2357452,1415422,942030,39.96,375038,35096,531895,149800,117017,265077,11660110,8410063,3250047,8.16,2.27,15.81,2.59
Terraventure (ltd.),2022-10-31,2267036,1354158,912878,40.27,371749,33295,507832,158085,111723,238023,11724707,8229619,3495087,6.81,2.03,16.2,2.35
Terraventure (ltd.),2022-11-30,2366053,1413079,952974,40.28,370867,38828,543278,156377,119521,267380,11688118,8324559,3363558,7.95,2.29,15.32,2.47
Terraventure (ltd.),2022-12-31,2322111,1383666,938445,40.41,393182,36187,509075,156720,111996,240358,11751588,8466942,3284646,7.32,2.05,16.63,2.58
Terraventure (ltd.),2023-01-31,2108409,1263065,845344,40.09,339632,32849,472861,157980,104029,210851,11742854,8552979,3189875,6.61,1.8,18.09,2.68
Terraventure (ltd.),2023-02-28,2221463,1330187,891275,40.12,358496,33989,498790,156008,109733,233047,11670166,8319700,3350466,6.96,2.0,16.68,2.48
Terraventure (ltd.),2023-03-31,2237801,1327355,910445,40.68,376916,32515,501012,159702,110223,231086,11750147,8497937,3252210,7.11,1.97,16.96,2.61
Terraventure (ltd.),2023-04-30,2189935,1329898,860037,39.27,332464,32558,495014,143651,108903,242459,11796392,8467649,3328742,7.28,2.06,17.1,2.54
Terraventure (ltd.),2023-05-31,2153522,1290776,862746,40.06,350857,33132,478756,165761,105326,207668,11778992,8501781,3277210,6.34,1.76,17.76,2.59
Terraventure (ltd.),2023-06-30,2224415,1368049,856366,38.5,324247,35152,496966,148777,109332,238857,11713935,8470969,3242966,7.37,2.04,17.04,2.61
Terraventure (ltd.),2023-07-31,2329800,1400573,929226,39.88,393918,36160,499148,143869,109812,245465,11714865,8301593,3413272,7.19,2.1,16.63,2.43
Terraventure (ltd.),2023-08-31,1974869,1147200,827669,41.91,299888,27903,499877,152413,109973,237490,11672337,8394145,3278192,7.24,2.03,16.79,2.56
Terraventure (ltd.),2023-09-30,2443041,1472754,970286,39.72,409444,36912,523929,154225,115264,254440,11677728,8399238,3278490,7.76,2.18,16.03,2.56
Terraventure (ltd.),2023-10-31,2274118,1381364,892754,39.26,365305,34921,492527,151409,108355,232761,11705888,8304253,3401635,6.84,1.99,16.86,2.44
Terraventure (ltd.),2023-11-30,2236946,1328457,908488,40.61,373687,36702,498099,154116,109581,234401,11690652,8328687,3361965,6.97,2.01,16.72,2.48
Terraventure (ltd.),2023-12-31,2297720,1380915,916804,39.9,397909,32419,486475,153198,107025,226252,11783514,8489340,3294173,6.87,1.92,17.45,2.58
Terraventure (ltd.),2024-01-31,2309234,1412571,896662,38.83,385183,35351,476126,162037,104747,209341,11680820,8224287,3456532,6.06,1.79,17.27,2.38
Terraventure (ltd.),2024-02-29,2207669,1328156,879513,39.84,372253,36049,471210,149233,103666,218310,11737815,8360739,3377075,6.46,1.86,17.74,2.48
Terraventure (ltd.),2024-03-31,2321168,1385727,935440,40.3,385546,34381,515512,156080,113412,246020,11639479,8336677,3302801,7.45,2.11,16.17,2.52
Terraventure (ltd.),2024-04-30,2188969,1326731,862237,39.39,362211,32364,467661,152113,102885,212662,11655984,8340312,3315672,6.41,1.82,17.83,2.52
Terraventure (ltd.),2024-05-31,2200570,1323530,877040,39.86,361780,35128,480131,148237,105628,226265,11686628,8447856,3238772,6.99,1.94,17.59,2.61
Terraventure (ltd.),2024-06-30,2213004,1300708,912296,41.22,349449,33546,529300,154218,116445,258636,11705225,8433061,3272163,7.9,2.21,15.93,2.58
Terraventure (ltd.),2024-07-31,2269349,1340826,928522,40.92,387231,34999,506292,154318,111384,240589,11715883,8380831,3335052,7.21,2.05,16.55,2.51
Terraventure (ltd.),2024-08-31,2165521,1297040,868480,40.1,355847,33523,479109,157899,105404,215806,11707288,8454673,3252614,6.63,1.84,17.65,2.6
Terraventure (ltd.),2024-09-30,2293603,1396586,897016,39.11,378156,34356,484504,155181,106591,222731,11668506,8390890,3277616,6.8,1.91,17.32,2.56
Terraventure (ltd.),2024-10-31,2266972,1367407,899564,39.68,386099,35631,477834,150572,105123,222138,11724253,8383002,3341251,6.65,1.89,17.54,2.51
Terraventure (ltd.),2024-11-30,2217217,1318762,898454,40.52,350489,32215,515749,150807,113464,251477,11793839,8592952,3200887,7.86,2.13,16.66,2.68
Terraventure (ltd.),2024-12-31,2203865,1288862,915002,41.52,380685,34788,499528,158890,109896,230742,11796394,8493361,3303032,6.99,1.96,17.0,2.57
(ltd.) Infomarket,2022-01-31,2252246,850544,1401701,62.24,648816,98988,653896,121864,143857,388174,12062660,5335103,6727557,5.77,3.22,8.16,0.79
(ltd.) Infomarket,2022-02-28,2321626,901448,1420178,61.17,711629,94038,614510,120964,135192,358353,12114671,5339390,6775281,5.29,2.96,8.69,0.79
(ltd.) Infomarket,2022-03-31,2249135,863798,1385336,61.59,618542,90971,675823,120770,148681,406371,12031091,5351979,6679112,6.08,3.38,7.92,0.8
(ltd.) Infomarket,2022-04-30,2242028,854371,1387656,61.89,636006,83503,668147,118628,146991,402526,12055055,5272123,6782931,5.93,3.34,7.89,0.78
(ltd.) Infomarket,2022-05-31,2388274,904217,1484057,62.14,699683,90248,694125,120929,152707,420488,12006391,5263875,6742515,6.24,3.5,7.58,0.78
(ltd.) Infomarket,2022-06-30,2338601,884471,1454130,62.18,695050,89013,670065,120763,147414,401888,12050831,5292983,6757848,5.95,3.33,7.9,0.78
(ltd.) Infomarket,2022-07-31,2276893,854571,1422322,62.47,633831,90525,697965,121193,153552,423219,11982427,5321009,6661418,6.35,3.53,7.62,0.8
(ltd.) Infomarket,2022-08-31,2296085,867573,1428511,62.22,683757,102946,641807,120552,141197,380057,12027435,5268771,6758663,5.62,3.16,8.21,0.78
(ltd.) Infomarket,2022-09-30,2462444,951202,1511242,61.37,756387,90744,664109,115197,146104,402807,12064249,5274637,6789612,5.93,3.34,7.94,0.78
(ltd.) Infomarket,2022-10-31,2219493,836725,1382767,62.3,660576,90243,631947,119633,139027,373286,12100487,5327016,6773471,5.51,3.08,8.43,0.79
(ltd.) Infomarket,2022-11-30,2383719,921969,1461749,61.32,697872,97079,666797,114629,146695,405471,12025692,5244273,6781419,5.98,3.37,7.86,0.77
(ltd.) Infomarket,2022-12-31,2385532,874813,1510718,63.33,689080,84326,737311,120675,162208,454427,12008249,5288082,6720167,6.76,3.78,7.17,0.79
(ltd.) Infomarket,2023-01-31,2172232,821316,1350915,62.19,634142,96863,619909,121255,136380,362273,12060352,5324637,6735715,5.38,3.0,8.59,0.79
(ltd.) Infomarket,2023-02-28,2455857,930328,1525529,62.12,724286,111099,690142,115611,151831,422698,12012585,5259067,6753517,6.26,3.52,7.62,0.78
(ltd.) Infomarket,2023-03-31,2398490,911738,1486752,61.99,685629,111167,689955,117953,151790,420211,12046685,5237048,6809637,6.17,3.49,7.59,0.77
(ltd.) Infomarket,2023-04-30,2285425,859517,1425907,62.39,604072,98435,723398,116770,159147,447480,12041831,5244471,6797359,6.58,3.72,7.25,0.77
(ltd.) Infomarket,2023-05-31,2175342,845202,1330139,61.15,607023,95253,627862,116910,138129,372821,12059589,5317822,6741767,5.53,3.09,8.47,0.79
(ltd.) Infomarket,2023-06-30,2246390,877026,1369363,60.96,631234,101872,636256,120638,139976,375642,11958453,5182749,6775704,5.54,3.14,8.14,0.76
(ltd.) Infomarket,2023-07-31,2446288,935713,1510574,61.75,702030,105738,702806,117735,154617,430453,12148468,5296118,6852350,6.28,3.54,7.53,0.77
(ltd.) Infomarket,2023-08-31,2235865,853908,1381956,61.81,625438,91614,664903,126827,146278,391797,12054688,5319575,6735112,5.82,3.25,8.0,0.79
(ltd.) Infomarket,2023-09-30,2375807,911017,1464789,61.65,678768,96885,689134,118659,151609,418865,12050166,5342777,6707388,6.24,3.48,7.75,0.8
(ltd.) Infomarket,2023-10-31,2259862,862739,1397122,61.82,663300,86913,646908,120798,142319,383789,12018787,5253541,6765246,5.67,3.19,8.12,0.78
(ltd.) Infomarket,2023-11-30,2308480,873456,1435024,62.16,656816,83294,694913,116249,152880,425783,12059745,5259571,6800173,6.26,3.53,7.57,0.77
(ltd.) Infomarket,2023-12-31,2264701,854302,1410399,62.28,667798,94776,647824,118651,142521,386652,11974893,5286655,6688238,5.78,3.23,8.16,0.79
(ltd.) Infomarket,2024-01-31,2341337,886574,1454763,62.13,642679,96492,715590,119658,157429,438502,12027943,5280605,6747337,6.5,3.65,7.38,0.78
(ltd.) Infomarket,2024-02-29,2461094,933260,1527834,62.08,681486,108303,738043,120380,162369,455293,12013268,5198352,6814915,6.68,3.79,7.04,0.76
(ltd.) Infomarket,2024-03-31,2330276,898011,1432265,61.46,681797,92078,658389,116224,144845,397319,11985687,5267769,6717917,5.91,3.31,8.0,0.78
(ltd.) Infomarket,2024-04-30,2482632,963635,1518997,61.18,729542,107341,682113,116880,150065,415167,11943891,5168746,6775145,6.13,3.48,7.58,0.76
(ltd.) Infomarket,2024-05-31,2313503,884344,1429159,61.77,671867,97875,659416,117645,145071,396699,12074279,5361063,6713215,5.91,3.29,8.13,0.8
(ltd.) Infomarket,2024-06-30,2443261,954844,1488417,60.92,668478,101111,718827,122292,158142,438392,11982386,5296818,6685568,6.56,3.66,7.37,0.79
(ltd.) Infomarket,2024-07-31,2253490,848583,1404907,62.34,622770,82064,700072,117437,154016,428618,12035983,5253149,6782833,6.32,3.56,7.5,0.77
(ltd.) Infomarket,2024-08-31,2310377,861107,1449269,62.73,728631,97717,622920,114060,137042,371817,12021214,5277685,6743529,5.51,3.09,8.47,0.78
(ltd.) Infomarket,2024-09-30,2381517,912879,1468638,61.67,694777,97989,675871,114755,148691,412424,12005899,5284778,6721121,6.14,3.44,7.82,0.79
(ltd.) Infomarket,2024-10-31,2408465,916629,1491836,61.94,668837,113200,709798,116302,156154,437341,11978096,5258896,6719199,6.51,3.65,7.41,0.78
(ltd.) Infomarket,2024-11-30,2362683,920490,1442192,61.04,682246,100451,659494,118549,145088,395856,12000876,5279841,6721034,5.89,3.3,8.01,0.79
(ltd.) Infomarket,2024-12-31,2386475,916390,1470085,61.6,675317,106227,688540,122064,151479,414996,11943510,5243286,6700224,6.19,3.47,7.61,0.78
(plc) Motors Motor,2022-01-31,1687855,1117569,570286,33.79,328433,99380,142472,100053,31343,11074,8933055,5031720,3901334,0.28,0.12,35.32,1.29
(plc) Motors Motor,2022-02-28,1798368,1210991,587376,32.66,350203,111065,126108,101414,27743,-3049,8970531,4983996,3986535,-0.08,-0.03,39.52,1.25
(plc) Motors Motor,2022-03-31,1692525,1101462,591063,34.92,302147,105108,183808,102005,40437,41365,8926194,4930652,3995541,1.04,0.46,26.82,1.23
(plc) Motors Motor,2022-04-30,1737543,1123991,613552,35.31,342935,109324,161291,109108,35484,16699,8934601,4950722,3983878,0.42,0.19,30.69,1.24
(plc) Motors Motor,2022-05-31,1769248,1187161,582086,32.9,315490,108054,158541,98439,34879,25223,8940086,5007939,3932147,0.64,0.28,31.58,1.27
(plc) Motors Motor,2022-06-30,1761242,1160481,600761,34.11,321343,105110,174306,101162,38347,34796,8941386,5040363,3901023,0.89,0.39,28.91,1.29
(plc) Motors Motor,2022-07-31,1758656,1142788,615867,35.02,324442,107766,183658,107092,40404,36160,8976768,5077952,3898816,0.93,0.4,27.64,1.3
(plc) Motors Motor,2022-08-31,1579385,1028957,550428,34.85,285315,85878,179233,106279,39431,33523,8926650,5090232,3836418,0.87,0.38,28.4,1.33
(plc) Motors Motor,2022-09-30,1780956,1165089,615867,34.58,321438,104260,190167,101729,41836,46601,8872819,4934717,3938102,1.18,0.53,25.95,1.25
(plc) Motors Motor,2022-10-31,1773571,1178190,595381,33.57,335464,111704,148212,103086,32606,12519,8914340,4943692,3970648,0.32,0.14,33.35,1.25
(plc) Motors Motor,2022-11-30,1795634,1182113,613521,34.17,333238,112366,167916,100794,36941,30180,8914488,4994008,3920480,0.77,0.34,29.74,1.27
(plc) Motors Motor,2022-12-31,1627710,1069677,558033,34.28,299196,97042,161793,100337,35594,25861,8917050,4935118,3981932,0.65,0.29,30.5,1.24
(plc) Motors Motor,2023-01-31,1730311,1145617,584693,33.79,321741,102832,160119,101209,35226,23684,8897812,5005739,3892073,0.61,0.27,31.26,1.29
(plc) Motors Motor,2023-02-28,1760942,1173960,586982,33.33,331872,99454,155655,103194,34244,18216,8949866,4986697,3963168,0.46,0.2,32.03,1.26
(plc) Motors Motor,2023-03-31,1639920,1073859,566060,34.52,300548,101583,163928,105027,36064,22836,8886607,5011733,3874874,0.59,0.26,30.57,1.29
(plc) Motors Motor,2023-04-30,1660131,1101676,558454,33.64,314231,100674,143548,100390,31580,11577,8998690,5029537,3969152,0.29,0.13,35.03,1.27
(plc) Motors Motor,2023-05-31,1838556,1188721,649835,35.34,339843,109253,200738,102832,44162,53743,8890684,4957413,3933270,1.37,0.6,24.69,1.26
(plc) Motors Motor,2023-06-30,1602862,1057168,545694,34.04,285053,95075,165565,109076,36424,20064,9005248,5097546,3907702,0.51,0.22,30.78,1.3
(plc) Motors Motor,2023-07-31,1578366,1052912,525454,33.29,293282,92172,140000,102110,30800,7089,8900138,4990752,3909386,0.18,0.08,35.64,1.28
(plc) Motors Motor,2023-08-31,1657372,1106052,551320,33.26,302107,107021,142190,103111,31281,7797,8901458,4903560,3997898,0.2,0.09,34.48,1.23
(plc) Motors Motor,2023-09-30,1724978,1140822,584155,33.86,340225,98921,145009,99962,31901,13144,8891798,4886579,4005218,0.33,0.15,33.7,1.22
(plc) Motors Motor,2023-10-31,1711862,1133214,578647,33.8,310426,100841,167378,102000,36823,28554,8874584,4975033,3899550,0.73,0.32,29.72,1.28
(plc) Motors Motor,2023-11-30,1684280,1130709,553571,32.87,318745,97998,136827,104354,30102,2371,8908778,5113739,3795039,0.06,0.03,37.37,1.35
(plc) Motors Motor,2023-12-31,1748177,1153117,595059,34.04,323271,112670,159117,99525,35005,24586,8892485,4939801,3952683,0.62,0.28,31.04,1.25
(plc) Motors Motor,2024-01-31,1739694,1163825,575869,33.1,325067,99342,151459,104169,33321,13968,8894683,4960935,3933748,0.36,0.16,32.75,1.26
(plc) Motors Motor,2024-02-29,1641411,1075647,565763,34.47,307654,97477,160631,103685,35338,21606,8893466,4962158,3931307,0.55,0.24,30.89,1.26
(plc) Motors Motor,2024-03-31,1746913,1156058,590855,33.82,334405,112511,143938,100364,31666,11907,8946569,4948986,3997583,0.3,0.13,34.38,1.24
(plc) Motors Motor,2024-04-30,1727789,1123192,604596,34.99,314585,107638,182372,102066,40121,40184,8958700,4977782,3980918,1.01,0.45,27.29,1.25
(plc) Motors Motor,2024-05-31,1709933,1122493,587440,34.35,298356,102813,186270,99161,40979,46130,8929118,4933413,3995704,1.15,0.52,26.48,1.23
(plc) Motors Motor,2024-06-30,1704972,1139647,565324,33.16,311844,110501,142978,102704,31455,8818,8935327,5058526,3876800,0.23,0.1,35.37,1.3
(plc) Motors Motor,2024-07-31,1717111,1108775,608336,35.43,312475,100737,195123,99710,42926,52485,8960324,4924209,4036115,1.3,0.59,25.23,1.22
(plc) Motors Motor,2024-08-31,1833817,1201840,631977,34.46,325236,122252,184488,100268,40587,43632,8959316,4967439,3991876,1.09,0.49,26.92,1.24
(plc) Motors Motor,2024-09-30,1694963,1108682,586280,34.59,319167,104869,162243,107058,35693,19492,8990891,4989563,4001328,0.49,0.22,30.75,1.25
(plc) Motors Motor,2024-10-31,1680236,1081046,599189,35.66,328217,108096,162875,103366,35832,23676,8929758,5046307,3883450,0.61,0.27,30.98,1.3
(plc) Motors Motor,2024-11-30,1653305,1062684,590621,35.72,318600,87762,184258,103676,40536,40045,8975743,4992247,3983495,1.01,0.45,27.09,1.25
(plc) Motors Motor,2024-12-31,1697220,1127366,569854,33.58,310709,104546,154598,104260,34011,16326,8985204,5071664,3913540,0.42,0.18,32.8,1.3
London Tech Dynamics,2022-01-31,1855940,618300,1237639,66.69,566820,241226,429592,57460,94510,277622,9718095,3104730,6613364,4.2,2.86,7.23,0.47
London Tech Dynamics,2022-02-28,1747490,570189,1177300,67.37,499159,221142,456997,55600,100539,300857,9810743,3115654,6695089,4.49,3.07,6.82,0.47
London Tech Dynamics,2022-03-31,1882463,627285,1255178,66.68,530936,249948,474293,58365,104344,311584,9790879,3183151,6607727,4.72,3.18,6.71,0.48
London Tech Dynamics,2022-04-30,1903969,623516,1280452,67.25,579069,244619,456763,61040,100487,295234,9801395,3170534,6630860,4.45,3.01,6.94,0.48
London Tech Dynamics,2022-05-31,1849892,600639,1249252,67.53,575617,223825,449810,56264,98958,294587,9781985,3144016,6637968,4.44,3.01,6.99,0.47
London Tech Dynamics,2022-06-30,1859558,618933,1240624,66.72,529227,224546,486850,55386,107106,324357,9764283,3108700,6655583,4.87,3.32,6.38,0.47
London Tech Dynamics,2022-07-31,1860249,617691,1242558,66.8,528258,232669,481630,58182,105958,317489,9757083,3140510,6616572,4.8,3.25,6.52,0.47
London Tech Dynamics,2022-08-31,1882228,629427,1252800,66.56,561045,238339,453416,60200,99751,293464,9796272,3153587,6642685,4.42,3.0,6.95,0.47
London Tech Dynamics,2022-09-30,1780314,591058,1189256,66.8,496516,242559,450179,57543,99039,293596,9822312,3131639,6690672,4.39,2.99,6.96,0.47
London Tech Dynamics,2022-10-31,1771224,568896,1202327,67.88,488101,218281,495944,54510,109107,332326,9797033,3104913,6692120,4.97,3.39,6.26,0.46
London Tech Dynamics,2022-11-30,1929819,613405,1316414,68.21,543421,208110,564882,57231,124273,383376,9787338,3057815,6729522,5.7,3.92,5.41,0.45
London Tech Dynamics,2022-12-31,1893849,618001,1275848,67.37,521831,241657,512360,57993,112719,341647,9893510,3176388,6717122,5.09,3.45,6.2,0.47
London Tech Dynamics,2023-01-31,1909013,626611,1282401,67.18,566556,247176,468668,59024,103106,306536,9740481,3091875,6648606,4.61,3.15,6.6,0.47
London Tech Dynamics,2023-02-28,1873124,607273,1265851,67.58,556340,242555,466955,55608,102730,308616,9789251,3135203,6654048,4.64,3.15,6.71,0.47
London Tech Dynamics,2023-03-31,1896599,617636,1278962,67.43,599891,224163,454907,57904,100079,296923,9758715,3073072,6685642,4.44,3.04,6.75,0.46
London Tech Dynamics,2023-04-30,1875376,614527,1260848,67.23,581471,221519,457858,58399,100728,298730,9711977,3104926,6607050,4.52,3.08,6.78,0.47
London Tech Dynamics,2023-05-31,1812137,584509,1227628,67.74,524929,228545,474153,53857,104313,315981,9741600,3056855,6684744,4.73,3.24,6.45,0.46
London Tech Dynamics,2023-06-30,1794775,576957,1217818,67.85,499494,231560,486763,55576,107088,324099,9699847,3110780,6589067,4.92,3.34,6.39,0.47
London Tech Dynamics,2023-07-31,1808922,582665,1226257,67.79,514161,229321,482774,55913,106210,320650,9732447,3083582,6648865,4.82,3.29,6.39,0.46
London Tech Dynamics,2023-08-31,1953271,636905,1316365,67.39,529530,266642,520193,53394,114442,352356,9784602,3117416,6667186,5.28,3.6,5.99,0.47
London Tech Dynamics,2023-09-30,1864542,602597,1261945,67.68,569657,208645,483641,59183,106401,318057,9865427,3181129,6684297,4.76,3.22,6.58,0.48
London Tech Dynamics,2023-10-31,1839469,603364,1236104,67.2,533603,240036,462464,59179,101742,301543,9767650,3123217,6644433,4.54,3.09,6.75,0.47
London Tech Dynamics,2023-11-30,1977964,655894,1322069,66.84,578319,248539,495211,59006,108946,327258,9762553,3103659,6658893,4.91,3.35,6.27,0.47
London Tech Dynamics,2023-12-31,1915558,609184,1306374,68.2,525404,245859,535109,58086,117724,359298,9819847,3139474,6680373,5.38,3.66,5.87,0.47
London Tech Dynamics,2024-01-31,1858812,592791,1266021,68.11,547143,213933,504944,56585,111087,337271,9826237,3099203,6727033,5.01,3.43,6.14,0.46
London Tech Dynamics,2024-02-29,1827380,596212,1231168,67.37,497891,238600,494676,57408,108828,328439,9791909,3095083,6696825,4.9,3.35,6.26,0.46
London Tech Dynamics,2024-03-31,1901964,631856,1270107,66.78,549632,242322,478153,60424,105193,312536,9755481,3149856,6605625,4.73,3.2,6.59,0.48
